"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","change"
"NRROS",240.594525222151,-1.41250792250383,0.194654022519372,-7.25650517889123,3.97219529539422e-13,5.05824022086436e-11,"DOWN"
"MRC2",771.765371545178,0.83220664211397,0.1156256167571,7.19742445882237,6.1360523135092e-13,7.72286398156089e-11,"UP"
"PRKCB",2780.49328537933,-0.465039693327227,0.065244595891424,-7.12763543054381,1.02107789960507e-12,1.27036174543969e-10,"DOWN"
"TMOD2",240.933942596425,1.39333765259138,0.195922394320696,7.1116814258134,1.1463763495148e-12,1.4100429099032e-10,"UP"
"TJP2",864.320130382551,0.775964907141079,0.109699175329358,7.07357101647615,1.50996591624749e-12,1.83639000870369e-10,"UP"
"NOTCH1",323.669929864299,-1.15885608233075,0.165926278794181,-6.98416242895572,2.8656037544263e-12,3.44636611532336e-10,"DOWN"
"HBA2",4465.35061573288,0.482964078525987,0.0702330023113126,6.87659736351888,6.12990451200092e-12,7.2912182898789e-10,"UP"
"TUFM",4437.02517218797,-0.421036946755654,0.0612465640433827,-6.87445823830087,6.22258836612431e-12,7.32101048640538e-10,"DOWN"
"FAM129B",705.843761644455,-0.824306508732604,0.120422651354025,-6.84511177477118,7.64161822380225e-12,8.89385759725113e-10,"DOWN"
"SLC7A5",2798.06244398095,-0.461984900412227,0.0676255711407482,-6.83151199493316,8.40242642211118e-12,9.6753046375459e-10,"DOWN"
"JUND",1601.76242988749,-0.563488635527123,0.0825852163838252,-6.82311750456932,8.90857280353571e-12,1.01501465289969e-09,"DOWN"
"VASP",1808.12690137243,-0.53154018408366,0.0780775623469065,-6.80784809497475,9.9069386822299e-12,1.11700733642142e-09,"DOWN"
"ESYT1",3500.00302486337,-0.414438562725322,0.0613233522832786,-6.75825027977685,1.39668117202077e-11,1.55852340267555e-09,"DOWN"
"GPI",3009.62836746977,-0.4336421869871,0.0642811924456365,-6.74601964414144,1.5195605532027e-11,1.67833912529246e-09,"DOWN"
"KISS1R",304.651154268545,-1.18761346048625,0.176489062107874,-6.72910517117689,1.707096374338e-11,1.86642536927622e-09,"DOWN"
"SNCG",451.235822097712,-0.986666041355435,0.146701172284113,-6.72568614137982,1.74766913390172e-11,1.89167707053522e-09,"DOWN"
"MAP1A",883.691421000916,0.706732803198748,0.105430805511374,6.70328562672799,2.03784575218613e-11,2.1625139629081e-09,"UP"
"GSE1",4764.84974151987,-0.370850045583137,0.055320267251076,-6.70369222729892,2.03218056972743e-11,2.1625139629081e-09,"DOWN"
"SPTA1",3197.50128096318,0.421637821475239,0.0629327869953689,6.69981168172748,2.08688301153165e-11,2.17196362661717e-09,"UP"
"OSBP2",1136.43318240036,0.637811870030237,0.0951930572422785,6.70019314966347,2.08144235210173e-11,2.17196362661717e-09,"UP"
"EIF4G1",8030.56066756097,-0.344790782570847,0.0519556180452034,-6.63625601125303,3.21750821369007e-11,3.31679132428393e-09,"DOWN"
"NCOA4",3423.19821650344,0.425808436529997,0.0642767522124383,6.62461032758276,3.48165396496391e-11,3.55522853931786e-09,"UP"
"MT-CO2",32080.1956967006,0.284681165159876,0.0430037477116701,6.61991524712208,3.59404869706585e-11,3.63569935486362e-09,"UP"
"TMEM63B",1072.57141003146,0.698960988700027,0.105823465968954,6.60497161286596,3.97593522622483e-11,3.98477063783866e-09,"UP"
"MYO3B",149.010865742336,-1.72338124189213,0.261928320171964,-6.57959109103084,4.71743828117045e-11,4.68454605095312e-09,"DOWN"
"SH2D1B",95.5497634674028,-2.07733735022365,0.316530236551957,-6.56284016608524,5.27924272623215e-11,5.19477484261243e-09,"DOWN"
"CAPN15",2040.44693389561,-0.499226313045936,0.0761429319665193,-6.55643669284301,5.51086984937112e-11,5.37384281527865e-09,"DOWN"
"CMBL",2115.77999398335,-0.482488893622987,0.0737321341129177,-6.5438075193114,5.99719762318421e-11,5.79586313154874e-09,"DOWN"
"SCD",4194.96493773028,-0.375266930163518,0.0576711180710146,-6.50701673065234,7.66578775965052e-11,7.34287493012896e-09,"DOWN"
"EGFL7",1301.64167563306,-0.582890352467657,0.0896117808159441,-6.50461744159365,7.78913445742448e-11,7.39557819010198e-09,"DOWN"
"ETV4",652.994777358879,-0.783506337829134,0.120558792540147,-6.49895641222702,8.08790889608148e-11,7.61248051227703e-09,"DOWN"
"NACC1",2126.06485154427,-0.520249594535028,0.0801072741734294,-6.49441139900361,8.33586702321361e-11,7.77822626372967e-09,"DOWN"
"JAG2",824.899307065325,-0.713004673026022,0.109898483669506,-6.48784814147407,8.70709735374283e-11,7.98691709804342e-09,"DOWN"
"HSPG2",1096.35164637625,-0.629015239427703,0.0969465872646824,-6.48826593256319,8.68299211593825e-11,7.98691709804342e-09,"DOWN"
"UAP1",1952.02960321965,-0.483101146629783,0.0744917176349205,-6.48530013762649,8.85553188522383e-11,8.0548132038372e-09,"DOWN"
"KRT10",1250.92734101248,-0.583915812085897,0.0903476849779028,-6.46298587759842,1.02656876534849e-10,9.25965026344336e-09,"DOWN"
"FKBP4",2753.76423752018,-0.434302160866953,0.0674410424475673,-6.43973083904516,1.19685558175043e-10,1.07064172040221e-08,"DOWN"
"ARHGAP6",904.188572907415,-0.657306407471266,0.102690532997903,-6.40084716947267,1.54517181207566e-10,1.37089669622188e-08,"DOWN"
"NAV1",159.303824289479,-1.54585109228091,0.241752410118045,-6.39435648863269,1.6122488995043e-10,1.41877903156378e-08,"DOWN"
"NOC2L",5803.85365827472,-0.415856240136376,0.0657484962240848,-6.3249543946838,2.53307383744791e-10,2.1934392973229e-08,"DOWN"
"FADS2",1027.33271066547,-0.682104522850627,0.107825512607123,-6.32600306140873,2.51592825826329e-10,2.1934392973229e-08,"DOWN"
"RAB6B",366.527124252963,0.990096389095923,0.157838605699153,6.27284044173001,3.54520167231892e-10,3.0454970556492e-08,"UP"
"MT-CO1",91020.118800764,0.26918661188163,0.0430266656222437,6.25627405676696,3.94283637227065e-10,3.36041424357933e-08,"UP"
"LCP2",204.867938113292,-1.29789395983025,0.207575578547126,-6.25263322841029,4.03589192659961e-10,3.38639490027241e-08,"DOWN"
"FAM102B",638.921918764898,0.831077280421613,0.132897457617418,6.25352279359699,4.01295963483943e-10,3.38639490027241e-08,"UP"
"RAB27B",137.382385083933,-1.60604276065859,0.257265123700351,-6.24275353595626,4.29934080504279e-10,3.57969729798332e-08,"DOWN"
"FMNL1",270.87702333744,-1.19181556103241,0.191807078566059,-6.21361614984372,5.17789258833795e-10,4.27828315848626e-08,"DOWN"
"CLIC2",521.078180875212,0.856393499398678,0.13790236913283,6.2101434861774,5.29362433148297e-10,4.34077195181604e-08,"UP"
"KIF21B",620.436381115818,-0.749515713365856,0.120992868058318,-6.19470986508554,5.83924905227174e-10,4.75218283772852e-08,"DOWN"
"EIF2AK1",2472.59887588049,0.423445532980524,0.0684748359620767,6.18395834076974,6.25138715107655e-10,5.04962794949646e-08,"UP"
"MKNK2",1491.99221390029,-0.51393408908147,0.0835947106891011,-6.14792592551523,7.85026773075543e-10,6.29417021612569e-08,"DOWN"
"H3F3A",5243.77834975402,0.328034758879654,0.0536382519551663,6.11568697566511,9.6141881640104e-10,7.65176269759181e-08,"UP"
"ALDOA",13711.7645829602,-0.315325548800795,0.0516187903971053,-6.10873572152667,1.00423456513214e-09,7.9341860824747e-08,"DOWN"
"CCDC85B",879.759253658351,-0.660347418670006,0.108211682977653,-6.10236714280081,1.04508971864541e-09,8.19713848885356e-08,"DOWN"
"MATK",278.653611778562,-1.10867023138326,0.181942194322405,-6.09353006603117,1.10447579372384e-09,8.55322325573994e-08,"DOWN"
"IFITM2",187.541394270531,-1.32762361897719,0.217883707792601,-6.09326705712628,1.10629273448225e-09,8.55322325573994e-08,"DOWN"
"TCOF1",2634.56912463413,-0.415618285839811,0.0682898571105377,-6.08609101593329,1.15700685525486e-09,8.88187390161606e-08,"DOWN"
"TMEM14C",2181.01531355001,0.445541177038193,0.073624918336702,6.05149977892866,1.43503482057653e-09,1.09386034492397e-07,"UP"
"EPOR",649.828575587763,0.724217268179764,0.119786915530619,6.04587959354078,1.48597044197739e-09,1.12476531915827e-07,"UP"
"SLC6A6",1305.63325351976,-0.550093400580705,0.0924204464584212,-5.95207469407957,2.64764479685934e-09,1.99014633897261e-07,"DOWN"
"FAM173A",839.376773717521,-0.648010819712128,0.10912878798324,-5.93803735648242,2.88454325816064e-09,2.15326180871247e-07,"DOWN"
"SYTL4",219.063986409606,1.24159016218447,0.209389434431235,5.92957407596521,3.03721472055018e-09,2.25169946131747e-07,"UP"
"ENDOD1",421.539360023482,0.875869892008466,0.147791753641209,5.92637864041316,3.09688061407753e-09,2.28031535828403e-07,"UP"
"GLUL",5253.2689666325,-0.324986065618321,0.0548681950706142,-5.92303182563361,3.16059646906943e-09,2.2968337875843e-07,"DOWN"
"FCGR2A",279.531000939005,-1.08261948715363,0.182783162328599,-5.92297164225306,3.16175382806782e-09,2.2968337875843e-07,"DOWN"
"HMGA1",20105.819833035,-0.267314083520109,0.0451521224241678,-5.92029940495175,3.21356040168169e-09,2.31890518585351e-07,"DOWN"
"LETM1",2461.78975645385,-0.411799848138577,0.0696299778080762,-5.91411718202233,3.33660286912654e-09,2.39174764605468e-07,"DOWN"
"SCIN",392.725312550197,0.887486130897952,0.150230613172102,5.90749190300687,3.47355396114583e-09,2.4735360575949e-07,"UP"
"STMN1",4168.40821799952,0.359203759357329,0.0608214151484367,5.90587638384737,3.5077693582501e-09,2.4815748714836e-07,"UP"
"EEF2",33441.6740169762,-0.277991007112876,0.0471394512375524,-5.89720499103778,3.69710449383883e-09,2.59853630138386e-07,"DOWN"
"ARHGEF2",1779.64501193986,-0.457822356592795,0.0780895867882523,-5.86278370039563,4.55170990757559e-09,3.17856180900633e-07,"DOWN"
"PTBP1",8967.93812764344,-0.28659280885513,0.0489125509512476,-5.85928975858945,4.64850983384729e-09,3.22535066933096e-07,"DOWN"
"STARD9",280.239373168306,1.05898384606116,0.181203962778164,5.84415390163187,5.09149405642762e-09,3.51021220807468e-07,"UP"
"RIPOR3",1083.25689370921,0.590857522035766,0.101253555972172,5.83542490298466,5.36536585458484e-09,3.65249811383813e-07,"UP"
"ATAD3B",2059.74701746058,-0.448743741433166,0.0768969569440794,-5.83565019041649,5.35812059715319e-09,3.65249811383813e-07,"DOWN"
"TMEM173",321.980521805458,-1.01440203109755,0.174121844646293,-5.82581716359705,5.6833811667271e-09,3.84480735929088e-07,"DOWN"
"AMER1",321.364837434405,-0.956519875202283,0.164986172889714,-5.79757599348446,6.72802960904648e-09,4.52324176946081e-07,"DOWN"
"UNC13D",2660.92196076401,-0.422430873759401,0.0729552765838707,-5.79027170534768,7.02726534918388e-09,4.69525432960286e-07,"DOWN"
"PCSK9",130.931653464277,-1.55772765541524,0.269821401225112,-5.77318051252586,7.77890275248294e-09,5.16557321428683e-07,"DOWN"
"ODC1",7459.90284203137,-0.287619503093777,0.0498397657523327,-5.77088392676314,7.8856781119142e-09,5.20454755386337e-07,"DOWN"
"LMO2",1015.9970015356,-0.677697112740823,0.118095299940983,-5.73856125586281,9.54842277933816e-09,6.26376534324583e-07,"DOWN"
"MT-ND4",40156.6424664083,0.273466330454579,0.047983785175454,5.69914043785086,1.20413002802144e-08,7.85150808632776e-07,"UP"
"WNK4",943.342049707005,0.626440614435022,0.109959872135885,5.69699293266624,1.21938980258027e-08,7.90339833720287e-07,"UP"
"FAM78A",2281.65496654645,-0.40151200953319,0.0705904230885474,-5.68791051201862,1.2860317866135e-08,8.28571908232411e-07,"DOWN"
"BNIP3L",524.075856601537,0.816983730326814,0.143834795964882,5.68001452531892,1.34683303857744e-08,8.62610698790662e-07,"UP"
"TANGO2",1733.93221463805,0.492786572857174,0.0868944894151201,5.67109118396438,1.41890847559684e-08,9.03427372932956e-07,"UP"
"SPRY4",223.303272458173,-1.14340546047676,0.201932392547137,-5.66231819498626,1.49341567135895e-08,9.45305919695278e-07,"DOWN"
"ADGRV1",743.471073543755,-0.645338279506318,0.114019015814084,-5.65991799612256,1.51445344132402e-08,9.53049072609953e-07,"DOWN"
"GYPB",458.421472008957,0.882048581730933,0.155890811402944,5.65811784410456,1.53042042046569e-08,9.57530094284428e-07,"UP"
"USP20",4528.46735738991,-0.341136636187605,0.0603539046006171,-5.65227119015788,1.58341504725032e-08,9.84993360427443e-07,"DOWN"
"ADD2",1294.26770419556,0.500898866954562,0.0892352581828308,5.61323939835854,1.98573570426381e-08,1.22820590074009e-06,"UP"
"RPA2",1438.88144137407,-0.469597491943688,0.083681138858306,-5.61174833840202,2.00292584063721e-08,1.23101007041879e-06,"DOWN"
"POLRMT",1894.77253156577,-0.441461786190044,0.0786796132316465,-5.61087895653863,2.01301535905512e-08,1.23101007041879e-06,"DOWN"
"ATAD3A",2495.80490867851,-0.398720187303959,0.0710860266915914,-5.6089812001143,2.03521128111844e-08,1.23759139925989e-06,"DOWN"
"RNASET2",174.949107302967,-1.32789162749557,0.237278020994009,-5.59635326497054,2.189074293788e-08,1.32371732714868e-06,"DOWN"
"KHSRP",5644.16069017884,-0.331319382190398,0.0592984259350015,-5.58732170316908,2.30598311773834e-08,1.38666451479999e-06,"DOWN"
"FLNA",7285.47067027851,-0.348160165335804,0.0624648659779365,-5.57369586702995,2.49390965232837e-08,1.4913855291051e-06,"DOWN"
"SNAP23",1194.84600046025,0.513044992940784,0.0921108806780492,5.5698630733323,2.54939608372853e-08,1.51619028627899e-06,"UP"
"CELF2",1495.99975415136,-0.476140561360338,0.0855816266586875,-5.56358391339368,2.64289685026508e-08,1.56320849766498e-06,"DOWN"
"UBE2H",499.993827979417,0.75381559447651,0.135762917843093,5.55244102331187,2.81707774145585e-08,1.65717660182164e-06,"UP"
"MRPL41",1356.54576005512,-0.479802949388192,0.0865001311659595,-5.54684649515317,2.90867893760549e-08,1.70181301733199e-06,"DOWN"
"TMEM56",586.088080923275,0.77727277418624,0.140217810570125,5.54332413996376,2.96782730766333e-08,1.72708402033053e-06,"UP"
"MAN2A2",2688.30372358155,0.374905232608234,0.0676982257814954,5.53788859723278,3.06139880853241e-08,1.7720096632917e-06,"UP"
"DHRS3",286.950317097884,-1.00962260105622,0.182707829205932,-5.52588581148465,3.27827308715728e-08,1.887448292308e-06,"DOWN"
"FADS3",581.818182601089,-0.750278157750941,0.135879725844892,-5.52163432098318,3.35860914912034e-08,1.92347012857559e-06,"DOWN"
"URB1",2256.14115336192,-0.386713807331336,0.070320794236753,-5.49928099545299,3.81343016701552e-08,2.1696721803992e-06,"DOWN"
"KIF5A",546.742351164017,0.719417586684205,0.130836954381589,5.49858096349452,3.82859743584855e-08,2.1696721803992e-06,"UP"
"MT-CO3",45501.2075793973,0.243576929103013,0.0444117825002247,5.48451143796764,4.1461366040748e-08,2.33738451054717e-06,"NOT"
"RREB1",1486.3244782042,-0.454412126786561,0.082942775938143,-5.47862211804259,4.28650701585385e-08,2.40399750982394e-06,"DOWN"
"UBAC1",5193.38314962761,0.323188683127935,0.0594441014632102,5.43685033792555,5.42306522789572e-08,3.02573494983213e-06,"UP"
"MYBBP1A",1760.34562056258,-0.436731645154906,0.0803769263638547,-5.43354498501082,5.52453478505407e-08,3.06654176991925e-06,"DOWN"
"ACSM3",778.044037113696,-0.610818160289431,0.112509312710753,-5.42904534364871,5.66562895629603e-08,3.1288146848443e-06,"DOWN"
"GAPDH",27300.0313312653,-0.245572125965504,0.0452475006300671,-5.42730808433472,5.7210328855417e-08,3.14337360168038e-06,"NOT"
"EIF5A",8796.7021231263,-0.257769155224559,0.0475082120003143,-5.42578102545416,5.77016647172815e-08,3.15435767121139e-06,"NOT"
"ATP2A3",1284.74381783672,-0.510308055674231,0.0945227937034428,-5.39878304142468,6.70944519974088e-08,3.64939873577866e-06,"DOWN"
"SLC6A19",83.7068091795605,-1.86020165720515,0.344866296099551,-5.39397928485355,6.89141665424029e-08,3.71107929679089e-06,"DOWN"
"NAP1L1",4830.79582756352,0.35168730207497,0.0651935079520509,5.39451416441086,6.87092070683234e-08,3.71107929679089e-06,"UP"
"CHD4",6241.13555209028,-0.294824908102082,0.0547573529274443,-5.38420672914444,7.27648362797211e-08,3.89904251431535e-06,"DOWN"
"F2RL3",373.489128817977,-0.849729831346365,0.158029111256665,-5.37704619477524,7.57177517226268e-08,4.03728544160449e-06,"DOWN"
"ZNF117",256.795894317952,1.0143560475701,0.18876363226393,5.37368366673417,7.7144148262055e-08,4.09317774896315e-06,"UP"
"SCARB1",1362.33791524578,-0.468199474006845,0.087161370599461,-5.37163964709087,7.80239098763501e-08,4.11966244147128e-06,"DOWN"
"STAR",1023.23729938758,-0.564401837323319,0.105272274477093,-5.36135312100749,8.26008694832246e-08,4.33365374592096e-06,"DOWN"
"SLC30A10",465.91378041388,0.749434262582953,0.139800285045464,5.36074917400369,8.28775245201071e-08,4.33365374592096e-06,"UP"
"FTH1",18400.1208600338,0.236334018619233,0.0441121957484018,5.3575664192095,8.43503635784817e-08,4.38946315083407e-06,"NOT"
"PTPRF",358.208681285653,0.852611517829138,0.159194994306142,5.35576838672147,8.51935839916615e-08,4.41213087619973e-06,"UP"
"SLC4A1",160.363551805138,1.26027314880718,0.235425367690389,5.35317481361896,8.64242806566649e-08,4.43539317460377e-06,"UP"
"CREG1",1975.48585285884,0.413348079726306,0.0772166494047935,5.35309525746718,8.64623022765517e-08,4.43539317460377e-06,"UP"
"ZNF385A",1854.86925044132,-0.424400308027873,0.0793287479659559,-5.34989293175287,8.80062827797758e-08,4.49330190947308e-06,"DOWN"
"DOCK11",1039.65985990775,-0.530015827243637,0.0991151757722111,-5.34747401812344,8.91902099282378e-08,4.53237010452228e-06,"DOWN"
"CMAS",1228.53314860603,0.477629091249234,0.0893476552097178,5.34573727903814,9.00497446628354e-08,4.55466558986229e-06,"UP"
"RCC2",5044.44649702903,-0.29774753656507,0.0558716850926756,-5.32913113451277,9.86837269723468e-08,4.96815191045898e-06,"DOWN"
"IER2",3222.84164584072,-0.335387511670046,0.0634015365229826,-5.28989564075424,1.22386170448181e-07,6.13290698579216e-06,"DOWN"
"TKT",3947.21967500459,-0.348838476942753,0.0660048385779628,-5.28504401280698,1.25674538363056e-07,6.26414013344599e-06,"DOWN"
"SETD1A",1131.03202786168,-0.523893906234425,0.09914094105193,-5.28433461167177,1.2616246758049e-07,6.26414013344599e-06,"DOWN"
"CD53",335.557659914887,-0.857232457333914,0.162808496110692,-5.26528085334741,1.39975202472492e-07,6.91822644548974e-06,"DOWN"
"MLC1",77.2224062698865,-1.97496496143497,0.376843479861729,-5.24080969149213,1.59873530537431e-07,7.86577770244159e-06,"DOWN"
"NCL",9016.01412842002,-0.250052365217278,0.0477589997457023,-5.23571194013082,1.64350109719177e-07,8.02077097580743e-06,"NOT"
"GLB1",806.587033200227,0.573996893411504,0.109634769039977,5.2355370329845,1.64505834869665e-07,8.02077097580743e-06,"UP"
"FHOD1",1609.55316948796,-0.421933995404977,0.0806151670346811,-5.23392819149601,1.6594494310333e-07,8.05465499619034e-06,"DOWN"
"MAN1A1",1506.69935547827,-0.458742659972847,0.0878463796702765,-5.22210091861151,1.7690450939576e-07,8.54827861473082e-06,"DOWN"
"AL161784.1",261.693733287493,-0.967297301804376,0.185750505136874,-5.20750832462934,1.91393254115042e-07,9.20729147796097e-06,"DOWN"
"NAT8L",222.768430743044,-1.06220722147941,0.204320063423479,-5.19874163937512,2.00642173086346e-07,9.6095171747195e-06,"DOWN"
"LAPTM5",154.256949398997,-1.23656359225442,0.238096565387471,-5.1935381354287,2.06334652528582e-07,9.82233887335171e-06,"DOWN"
"BRI3BP",709.997230651796,-0.601291851115534,0.115788286755118,-5.19302831025745,2.06900707975258e-07,9.82233887335171e-06,"DOWN"
"FBXL19",819.081796411663,-0.557145356187778,0.107432139288114,-5.18602123982296,2.14834318729397e-07,1.01544395892008e-05,"DOWN"
"HNRNPD",4016.46499327793,-0.307152892352396,0.0592776955752602,-5.18159299837201,2.19998852138924e-07,1.03533372850074e-05,"DOWN"
"EPB42",82.146078024548,1.72728000104893,0.333575033869514,5.17808536511936,2.24174656478609e-07,1.05041839035691e-05,"UP"
"DMTN",630.663355657263,0.628258392382249,0.121352488616273,5.17713645221446,2.25317425807626e-07,1.05122233488868e-05,"UP"
"UROS",567.1457393171,0.653308951561447,0.126325291575627,5.17164016336612,2.32048115221526e-07,1.07319388141582e-05,"UP"
"NCAPG",1606.68767996224,0.426578744743173,0.0824712636987006,5.17245311411294,2.31040484308935e-07,1.07319388141582e-05,"UP"
"MACF1",3163.74137022509,-0.339684297800315,0.0656918497149309,-5.17087430593554,2.3300125843747e-07,1.07319388141582e-05,"DOWN"
"UCP2",1533.327775345,0.424199092018084,0.0821475432980252,5.16386826662754,2.41897966251899e-07,1.10945067233498e-05,"UP"
"TSPAN17",1838.13302448321,0.406027342400061,0.0786825331492671,5.16032372305292,2.4652318885973e-07,1.12589324734925e-05,"UP"
"SLC6A9",249.985004908289,0.972314845759463,0.18845906718055,5.15928928390563,2.4788904052444e-07,1.12737435909098e-05,"UP"
"LBH",62.1131543280112,2.01765078711337,0.392181745459,5.14468307226273,2.67972817094439e-07,1.21361413064026e-05,"UP"
"IMP4",1331.94837331827,-0.474341391468689,0.0927415111082881,-5.11466101641186,3.14304883493233e-07,1.41751502455448e-05,"DOWN"
"SOCS3",206.329171529715,-1.05198372023201,0.205816426482471,-5.11127191454569,3.19997005697899e-07,1.43719816998924e-05,"DOWN"
"TRMT1",1391.19094230292,-0.473392717893596,0.0926536932169694,-5.1092698138329,3.2340623492606e-07,1.44650788712383e-05,"DOWN"
"CYBA",2476.33054130063,-0.438675996286589,0.0862728680176539,-5.08475035508062,3.68109922094504e-07,1.63967975174934e-05,"DOWN"
"HCFC1",4040.96357837896,-0.362037094865009,0.0714132082453684,-5.0696097229113,3.9863227467809e-07,1.7683589102933e-05,"DOWN"
"UBR4",7000.83473150156,-0.26388949404589,0.0521538154730233,-5.05983103350104,4.19628163207411e-07,1.85390009737021e-05,"DOWN"
"PABPC4",4857.55328070899,-0.281470094396504,0.0556424499238012,-5.05854962860117,4.22457308188559e-07,1.85881215602966e-05,"DOWN"
"MYL4",1585.68797295425,0.466955532400056,0.0923271004867381,5.05762154273576,4.24517860725319e-07,1.8603163257048e-05,"UP"
"SLC45A3",127.022049004343,1.38581898092867,0.274345791923009,5.05135862013726,4.38678571426779e-07,1.914619700453e-05,"UP"
"PNKD",576.922543635016,-0.633031254632352,0.126160963413584,-5.01764759482004,5.23080130606284e-07,2.27382302557527e-05,"DOWN"
"IGF2BP1",3278.28604616562,-0.317090415335651,0.0632610357360528,-5.01241264304719,5.37517802101388e-07,2.32723707597817e-05,"DOWN"
"PITX1",2689.27565667715,0.370206747175843,0.0740099309898306,5.00212258307215,5.67025149969501e-07,2.44521124433063e-05,"UP"
"MYADM",424.006182628993,-0.724549383152483,0.145419499029109,-4.98247750810535,6.27752893677428e-07,2.69634814331924e-05,"DOWN"
"KRT19",1005.36110682195,0.515834255635809,0.103698099372795,4.97438486101256,6.54551542288668e-07,2.80034225048717e-05,"UP"
"HES6",1004.26571050772,-0.509551899941358,0.102881575166308,-4.95280033492553,7.31530255831491e-07,3.11735570437798e-05,"DOWN"
"SPTBN1",2642.56243964336,-0.33921791140693,0.0685052202977392,-4.95170893448138,7.35645791795821e-07,3.12260001976391e-05,"DOWN"
"YBX3",1556.8754497348,-0.401182268381383,0.0810835272124216,-4.94776537446837,7.50703188647579e-07,3.17406691950055e-05,"DOWN"
"NOLC1",3409.65983281504,-0.30878926403166,0.0625809982335704,-4.93423359722019,8.04660902417536e-07,3.38896871897564e-05,"DOWN"
"P2RX1",77.8093706271775,-1.72911552874012,0.350521166286579,-4.932984638441,8.09825263978083e-07,3.39749947957317e-05,"DOWN"
"CLUH",3113.09432104924,-0.382525276626358,0.0777012533867532,-4.92302581944672,8.52162041310655e-07,3.56131348847356e-05,"DOWN"
"BHLHE40",527.839144006838,-0.691885816296546,0.141097235966528,-4.90360999318709,9.40912158132454e-07,3.91708969216372e-05,"DOWN"
"HNRNPF",4866.58416054938,-0.269622325335679,0.0549989336445829,-4.90231914455009,9.47117992541791e-07,3.92781806562159e-05,"DOWN"
"ENO1",30338.4511335358,-0.240478458704049,0.0491941065998031,-4.88835910082391,1.01679931673002e-06,4.20070068865867e-05,"NOT"
"SEPT9",2361.73028046132,-0.34468950354325,0.0705653011996253,-4.88468833383341,1.03592583301414e-06,4.26344532948479e-05,"DOWN"
"RCC1",2415.09619214533,-0.353006066881836,0.0723192513825534,-4.88121848793081,1.05432349964237e-06,4.32272634853373e-05,"DOWN"
"CTSH",850.470565415346,-0.527317854061141,0.108152377729822,-4.87569358279339,1.0842680585548e-06,4.42872357199894e-05,"DOWN"
"ERF",829.49270683579,-0.523689216797014,0.107453402403629,-4.87364015547753,1.09560475481141e-06,4.45820521281156e-05,"DOWN"
"SLC12A7",156.749205696487,1.21982435265461,0.250529739086095,4.86898025401854,1.12175614933249e-06,4.54752380538385e-05,"UP"
"KLHL17",573.368259343083,-0.619171004692077,0.127344300565349,-4.86218073320321,1.16099542812514e-06,4.68903526642779e-05,"DOWN"
"PPP1R16B",149.981421212788,-1.17651088702169,0.242283588281694,-4.85592480846787,1.19826167968027e-06,4.82155554678783e-05,"DOWN"
"ICAM4",864.241711633209,0.513659735868518,0.106056568384159,4.84326189027668,1.27724760839265e-06,5.1203437456452e-05,"UP"
"MDN1",3188.28703178482,-0.305843680127262,0.0633092443116724,-4.83094820436631,1.3588435400354e-06,5.42735146765431e-05,"DOWN"
"FBXO41",216.553422899121,-0.977565724811005,0.202637284972734,-4.82421448225849,1.40556102879734e-06,5.59330609400825e-05,"DOWN"
"H3F3B",5866.54160694311,-0.258707302661937,0.053649972238338,-4.82213302017454,1.42031173970538e-06,5.63130193061209e-05,"NOT"
"DES",208.359716199186,-0.990179000087024,0.205659241716516,-4.81465842148684,1.474518882887e-06,5.80370632304323e-05,"DOWN"
"CFLAR",889.303581148703,-0.493407683106251,0.102471922933299,-4.81505244541397,1.47161235476538e-06,5.80370632304323e-05,"DOWN"
"TESC",467.741696477533,0.703969786613085,0.146369706338145,4.80953200101914,1.51284076073997e-06,5.93296680951066e-05,"UP"
"PPARGC1B",478.675898996573,-0.673287525398274,0.140230409310016,-4.8012947313717,1.57643047858584e-06,6.16003014448126e-05,"DOWN"
"BTG1",429.781253449354,0.717538412185211,0.149549733534901,4.79799191362489,1.60264247479828e-06,6.23992882993402e-05,"UP"
"MOB1B",762.209824977587,0.589723456686783,0.123085816304899,4.79115688866998,1.65822396762216e-06,6.4109953793391e-05,"UP"
"KIF1C",1161.84480298486,-0.457483198868532,0.0954853965708879,-4.79113262653623,1.65842452532793e-06,6.4109953793391e-05,"DOWN"
"PLEKHA7",109.414640628133,1.41324604957041,0.295079605371597,4.78937216887861,1.67303935626124e-06,6.44447615379774e-05,"UP"
"ZNF595",2156.44732552852,-0.343224835993922,0.0717499696751614,-4.78362342935932,1.72163089434246e-06,6.60813219871022e-05,"DOWN"
"HMGB2",2439.32210633107,0.328275352089183,0.0686836835936345,4.77952455246018,1.7571021477142e-06,6.72045005189348e-05,"UP"
"LGR4",209.055363453805,0.99807959467314,0.209609365646201,4.76161736187778,1.92047558587946e-06,7.31944638787298e-05,"UP"
"HES1",67.5622112489884,-1.75717625310537,0.369432892632519,-4.75641527364825,1.97060889231466e-06,7.48416514049609e-05,"DOWN"
"MRPL4",1707.05097265767,-0.392716538306957,0.0826068950578456,-4.75404066491008,1.99390905738833e-06,7.53266924527708e-05,"DOWN"
"CARM1",1106.27085758485,-0.442524362989445,0.0930905613052642,-4.75369744026262,1.99729866352044e-06,7.53266924527708e-05,"DOWN"
